coin_name,website,ip,org,city,country,region,loc,postal,timezone,ip_location_error,hostname,anycast
Super Master Node,http://www.smncoin.com,149.129.122.221,"AS45102 Alibaba (US) Technology Co., Ltd.",Kowloon,HK,Kowloon City,"22.3167,114.1833",,Asia/Hong_Kong,Error,,
Nutucoin,http://nutucoin.com,18.215.128.143,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ec2-18-215-128-143.compute-1.amazonaws.com,
Bitcoin Subsidium,https://bitcoin-subsidium.org,37.17.224.99,AS44066 DE FirstColo,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,s99.goserver.host,
IndexChain,https://www.indexchain.org,68.65.123.94,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server266-3.web-hosting.com,
Eleccoin,https://eleccoin.org,78.141.203.23,"AS20473 The Constant Company, LLC",Rotherham,GB,England,"53.4301,-1.3568",S60,Europe/London,Error,78.141.203.23.vultr.com,
ShroudX,https://shroudx.eu,185.182.56.63,AS48635 PCextreme B.V.,Bloemendaal,NL,North Holland,"52.4025,4.6222",2061,Europe/Amsterdam,Error,vserver44.axc.nl,
Chipcoin,https://chipcoin.info,,,,,,,,,Error,,
BlakeStar 2.0,https://blakestar.store,139.64.245.226,AS31798 DataCity,Toronto,CA,Ontario,"43.7001,-79.4163",M5N,America/Toronto,Error,c999961890-cloudpro-894289670.cloudatcost.com,
SlothCoin,http://www.slothcoin.org,172.67.220.186,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
PricecoinX,https://pricecoincrypto.com,107.180.26.79,"AS26496 GoDaddy.com, LLC",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ip-107-180-26-79.ip.secureserver.net,
CampusCash,https://www.campuscash.org,199.115.205.166,"AS36436 Infobunker, L.L.C.",Boone,US,Iowa,"42.0597,-93.8802",50037,America/Chicago,Error,panel.blinkinblox.net,
Argoneum,https://argoneum.net,77.78.104.3,AS15685 CASABLANCA INT a.s.,Bohušovice nad Ohří,CZ,Ústecký kraj,"50.4932,14.1505",411 56,Europe/Prague,Error,yurika.gransy.com,
Interzone,https://www.interzone.pw,185.199.109.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-109-153.github.com,True
BuenosCoin,https://www.buenos.io,104.21.9.92,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BitFree Cash,https://www.bitfree.vip,124.156.199.234,"AS132203 Tencent Building, Kejizhongyi Avenue",Singapore,SG,Singapore,"1.3558,103.8232",574177,Asia/Singapore,Error,,
Zelantus,https://zelantus.com,155.138.213.221,"AS20473 The Constant Company, LLC",Atlanta,US,Georgia,"33.7490,-84.3880",30302,America/New_York,Error,155.138.213.221.vultr.com,
Splendid Coin,https://splendidcoin.com,199.188.206.106,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,softsolutionslimited.com,
GeekCash,https://geekcash.org,104.21.10.245,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
SimpleChain,https://www.simplechain.com,172.67.147.182,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Binarium,https://binarium.money,85.119.149.58,AS50340 OOO Network of data-centers Selectel,Moscow,RU,Moscow,"55.7522,37.6156",101000,Europe/Moscow,Error,,
Animecoin,https://animeco.in,51.158.101.53,AS12876 ONLINE S.A.S.,Paris,FR,Île-de-France,"48.8534,2.3488",75000,Europe/Paris,Error,53-101-158-51.instances.scw.cloud,
Gatecoin,https://gatecoin-gate.github.io,185.199.108.153,AS54113 Fastly,San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,,cdn-185-199-108-153.github.com,True
Tesoro,https://tesoro.dev,160.153.128.33,AS21501 Host Europe GmbH,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,ip-160-153-128-33.ip.secureserver.net,
Xolentum,https://www.xolentum.org,104.21.45.203,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Klaro,https://klaro.ooo,,,,,,,,,Error,,
Morelo,http://morelo-network.com,188.68.232.9,AS197226 SPRINT S.A.,Rzeszów,PL,Subcarpathia,"50.0413,21.9990",35-001,Europe/Warsaw,Error,n8232h9.sprintdatacenter.net,
GNTL Coin,https://gntl.co.uk,83.151.238.34,AS51918 Cerberus Networks Ltd,Poulton-le-Fylde,GB,England,"53.8333,-2.9833",FY6,Europe/London,Error,83-151-238-34.dsl.cnl.uk.net,
TicketsCoin,https://www.ticketszones.com,107.180.4.60,"AS26496 GoDaddy.com, LLC",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,ip-107-180-4-60.ip.secureserver.net,
NashCash,https://nashcash.net,209.126.7.47,AS40021 Contabo Inc.,New York City,US,New York,"40.7143,-74.0060",10004,America/New_York,Error,vmd52840.contaboserver.net,
traaittPlatform,https://www.traaittplatform.com,162.213.251.251,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,business91-5.web-hosting.com,
traaittCASH,https://traaittcash.com,162.213.251.251,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,business91-5.web-hosting.com,
AdonCoin,https://www.adon.network,44.235.202.203,"AS16509 Amazon.com, Inc.",Boardman,US,Oregon,"45.8399,-119.7006",97818,America/Los_Angeles,Error,ec2-44-235-202-203.us-west-2.compute.amazonaws.com,
Plenteum,https://plenteum.com,197.81.192.36,AS10474 Dimension Data (Pty) Ltd - Optinet,Johannesburg,ZA,Gauteng,"-26.2023,28.0436",2041,Africa/Johannesburg,Error,bl1n4.zadns.co.za,
BitcoinNova,http://bitcoinnova.org,81.169.145.162,AS6724 Strato AG,Karlsruhe,DE,Baden-Württemberg,"49.0094,8.4044",76133,Europe/Berlin,Error,wa2.rzone.de,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
SwampCoin,https://swampthing.net,67.166.253.246,"AS7922 Comcast Cable Communications, LLC",Sandy Springs,US,Georgia,"33.9243,-84.3785",30328,America/New_York,Error,c-67-166-253-246.hsd1.ga.comcast.net,
Resistance,https://www.resistance.io,104.26.4.223,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
LightningCash,https://lightning-cash.com,74.208.80.30,AS8560 1&1 IONOS SE,Memphis,US,Tennessee,"35.1495,-90.0490",37544,America/Chicago,Error,,
Tidecoin,http://tidecoin.org,142.202.188.237,AS398019 Dynu Systems Incorporated,Pasadena,US,California,"34.1478,-118.1445",91102,America/Los_Angeles,Error,,
Ukkey Coin,http://blog.ukkey3.space/?p=128,,,,,,,,,Error,,
MagPieCoin,http://magpiecoin.org,173.201.189.110,"AS398101 GoDaddy.com, LLC",Scottsdale,US,Arizona,"33.5092,-111.8990",85261,America/Phoenix,Error,ip-173-201-189-110.ip.secureserver.net,
Elicoin,https://elicoin.net,185.174.171.182,AS206468 Treboradice.net z.s.,Prague,CZ,Hlavní město Praha,"50.0880,14.4208",110 00,Europe/Prague,Error,unassigned.wvg.cloud,
WaviCoin,http://wavicom.info,35.226.195.144,AS15169 Google LLC,Council Bluffs,US,Iowa,"41.2619,-95.8608",51502,America/Chicago,Error,144.195.226.35.bc.googleusercontent.com,
Litecoin Finance,https://ltfn.org,172.67.208.208,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Documentchain,https://dms.cash,81.169.215.168,AS6724 Strato AG,Berlin,DE,Berlin,"52.5244,13.4105",10178,Europe/Berlin,Error,h2856724.stratoserver.net,
TDC Coin,https://neiros.github.io/EN.html,,,,,,,,,Error,,
Ring Coin,https://ringcoin.tech,172.67.177.88,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
ROI Coin,https://roi-coin.com,108.179.232.144,AS46606 Unified Layer,Houston,US,Texas,"29.8324,-95.4720",77092,America/Chicago,Error,108-179-232-144.unifiedlayer.com,
Nooncoin,https://nooncurrency.com,101.50.1.80,AS55688 PT. Beon Intermedia,Malang,ID,East Java,"-7.9797,112.6304",,Asia/Jakarta,Error,weaver.jagoanhosting.com,
Circcash,https://circcashcore.com,192.0.78.24,"AS2635 Automattic, Inc",San Francisco,US,California,"37.7509,-122.4153",94110,America/Los_Angeles,Error,,True
Combode,https://combode.com,172.67.202.143,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Optical Bitcoin,https://www.powx.org,198.185.159.144,"AS53831 Squarespace, Inc.",New York City,US,New York,"40.7339,-74.0054",10014,America/New_York,Error,,True
LitecoinHD,https://ltchd.io,3.17.159.91,"AS16509 Amazon.com, Inc.",Hilliard,US,Ohio,"40.0334,-83.1582",43026,America/New_York,Error,ec2-3-17-159-91.us-east-2.compute.amazonaws.com,
Diskcoin,https://www.diskcoin.org,103.224.212.222,AS133618 Trellian Pty. Limited,Commerce,US,California,"34.0006,-118.1598",90040,America/Los_Angeles,Error,lb-212-222.above.com,
HDD.Cash,https://www.hdd.cash,,,,,,,,,Error,,
XRPHD,https://xrphd.org,18.140.92.251,"AS16509 Amazon.com, Inc.",Singapore,SG,Singapore,"1.2897,103.8501",048508,Asia/Singapore,Error,ec2-18-140-92-251.ap-southeast-1.compute.amazonaws.com,
Mass,https://massnet.org,47.56.46.196,"AS45102 Alibaba (US) Technology Co., Ltd.",Kowloon,HK,Kowloon City,"22.3167,114.1833",,Asia/Hong_Kong,Error,,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
Argentum,http://www.argentum.io,,,,,,,,,Error,,
SexCoin,https://sexcoin.info,149.28.229.101,"AS20473 The Constant Company, LLC",Beverly,US,Massachusetts,"42.5584,-70.8800",01915,America/New_York,Error,149.28.229.101.vultr.com,
VCash,https://v.cash,18.229.49.158,"AS16509 Amazon.com, Inc.",São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,ec2-18-229-49-158.sa-east-1.compute.amazonaws.com,
Susucoin,https://susukino.com,104.21.235.16,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
iBitcoin,http://ibtc.network,,,,,,,,,Error,,
Bitcoinrand,https://bitcoinrand.com,216.239.38.21,AS15169 Google LLC,Mountain View,US,California,"37.4056,-122.0775",94043,America/Los_Angeles,,any-in-2615.1e100.net,True
Escudo Navacense,https://www.escudonavacense.org,190.8.176.118,AS52335 Colombia Hosting,Richardson,US,Texas,"32.9482,-96.7297",75080,America/Chicago,Error,quelal.colombiahosting.com.co,
Thorcoin,https://thor-coin.com,91.195.240.13,AS47846 SEDO GmbH,Frankfurt am Main,DE,Hesse,"50.1155,8.6842",60311,Europe/Berlin,Error,,
DemonCoin,,,,,,,,,,Error,,
Diamond Hands,https://www.diamondhands.ooo,167.88.160.91,AS53667 FranTech Solutions,Las Vegas,US,Nevada,"36.1750,-115.1372",89111,America/Los_Angeles,Error,moomoohost.com,
PRUX-Coin,https://prux.info,172.67.212.131,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
RedFOX Labs,https://redfoxlabs.io,100.24.208.97,"AS14618 Amazon.com, Inc.",Ashburn,US,Virginia,"39.0437,-77.4875",20149,America/New_York,Error,staticip2.multiscreensite.com,
Geem,https://geem.io,104.21.53.111,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
BrixCoin,https://www.brixco.in,104.21.45.48,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Helpico,https://www.helpico.io,199.247.4.106,"AS20473 The Constant Company, LLC",Frankfurt am Main,DE,Hesse,"50.1137,8.7119",60314,Europe/Berlin,Error,helpico.io,
Levocoin,https://www.levocoin.io,188.165.53.185,AS16276 OVH SAS,Erdeven,FR,Brittany,"47.6422,-3.1566",56410,Europe/Paris,Error,cluster021.hosting.ovh.net,
Wildfire,https://wildfire-coin.com,199.188.201.73,"AS22612 Namecheap, Inc.",San Jose,US,California,"37.3394,-121.8950",95103,America/Los_Angeles,Error,server275-1.web-hosting.com,
SecureCoin,https://www.securechain.com,35.247.254.172,AS15169 Google LLC,São Paulo,BR,São Paulo,"-23.5475,-46.6361",01000-000,America/Sao_Paulo,Error,172.254.247.35.bc.googleusercontent.com,
SatoriCoin,https://satori.gold,,,,,,,,,Error,,
Spawn,https://spawncoin.org,136.144.169.55,AS20857 Transip B.V.,Amsterdam,NL,North Holland,"52.3740,4.8897",1012,Europe/Amsterdam,Error,spawncoin.org,
Predator Coin,http://predatorcoin.online,104.21.44.236,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Pioncoin,https://pioncoin.org,206.189.232.89,"AS14061 DigitalOcean, LLC",North Bergen,US,New Jersey,"40.8043,-74.0121",07047,America/New_York,Error,pioncoin.org,
Qbase,https://www.qbase.me,103.224.212.220,AS133618 Trellian Pty. Limited,Commerce,US,California,"34.0006,-118.1598",90040,America/Los_Angeles,Error,lb-212-220.above.com,
UFO Project,http://ufo.link,88.214.207.96,AS46636 NatCoWeb Corp.,Clifton,US,New Jersey,"40.8584,-74.1638",07015,America/New_York,Error,psta.marketexclusivity.com,
EtherCore,https://www.ethercore.io,104.21.71.24,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
0xBitcoin,https://0xbitcoin.org,104.21.11.166,"AS13335 Cloudflare, Inc.",San Francisco,US,California,"37.7621,-122.3971",94107,America/Los_Angeles,Error,,True
Extraterrestrial,https://etcoin.xyz,104.238.159.126,"AS20473 The Constant Company, LLC",Münster,DE,North Rhine-Westphalia,"51.9624,7.6257",48079,Europe/Berlin,Error,104.238.159.126.vultr.com,
